letterboxd_link,tmdb,title,original_title,poster,trailer,synopsis,year,ignore_me,rating
nocturnal-animals,340666,Nocturnal Animals,Nocturnal Animals,/mdLDgQBD0va09npSQX5Zgo2evXM.jpg,,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",2016,0,-1.0
arrival-2016,329865,Arrival,Arrival,/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg,,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",2016,0,-1.0
la-la-land,313369,La La Land,La La Land,/q0dsNZOuSKzAdZod9ohPXJ4GQUs.jpg,,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",2016,0,-1.0
star-trek-beyond,188927,Star Trek Beyond,Star Trek Beyond,/m7SHlvcGfCkbzk2xP7XHDOI6o93.jpg,,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",2016,0,-1.0
now-you-see-me-2,291805,Now You See Me 2,Now You See Me 2,/hfFTPAA9CFHN6HGRkWZ6DdgGk8z.jpg,,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",2016,0,-1.0
paterson,370755,Paterson,Paterson,/AuJ1ZlfqwuAr9H5Qr1U9KILylse.jpg,,"A week in the life of Paterson, a poet bus driver, and his wife Laura, a very creative artist, who live in Paterson, New Jersey, hometown of many famous poets and artists.",2016,0,-1.0
the-nice-guys,290250,The Nice Guys,The Nice Guys,/clq4So9spa9cXk3MZy2iMdqkxP2.jpg,,A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,2016,0,-1.0
train-to-busan,396535,Train to Busan,부산행,/2oRRTPNtozgPhOa9CYZiVl4GRQ5.jpg,,"Martial law is declared when a mysterious viral outbreak pushes Korea into a state of emergency. Those on an express train to Busan, a city that has successfully fended off the viral outbreak, must fight for their own survival…",2016,0,-1.0
x-men-apocalypse,246655,X-Men: Apocalypse,X-Men: Apocalypse,/2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg,,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",2016,0,-1.0
10-cloverfield-lane,333371,10 Cloverfield Lane,10 Cloverfield Lane,/84Dhwz93vCin6T1PX6ctSvWEuNE.jpg,,"After getting in a car accident, a woman is held in a shelter with two men, who claim the outside world is affected by a widespread chemical attack.",2016,0,-1.0
sing-street,369557,Sing Street,Sing Street,/iZNf6zvKRBe4OfRIAJfYDZRRA1r.jpg,,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,2016,0,-1.0
captain-fantastic,334533,Captain Fantastic,Captain Fantastic,/2sFME73GaD8UsUxPUKe60cPdLif.jpg,,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,2016,0,-1.0
pride-and-prejudice-and-zombies,58431,Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,/jsJlOhVHiz1xXr36616EI8tJ4b2.jpg,,"A zombie outbreak has fallen upon the land in this reimagining of Jane Austen’s classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet (Lily James) is a master of martial arts and weaponry and the handsome Mr. Darcy (Sam Riley) is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",2016,0,-1.0
star-wars-the-force-awakens,140607,Star Wars: The Force Awakens,Star Wars: The Force Awakens,/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",2015,0,-1.0
creed,312221,Creed,Creed,/iBq4od6j1ZAvDVO7hwmHT2Xf2Bt.jpg,,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",2015,0,-1.0
crimson-peak,201085,Crimson Peak,Crimson Peak,/g6lDR5EQuOwNwl9Ni5ROEVNXYbw.jpg,,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",2015,0,-1.0
maze-runner-the-scorch-trials,294254,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,/mYw7ZyejqSCPFlrT2jHZOESZDU3.jpg,,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",2015,0,-1.0
everest-2015,253412,Everest,Everest,/4xmndWnTYTE4bDdlWrkZyaGcZlo.jpg,,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",2015,0,-1.0
the-man-from-uncle,203801,The Man from U.N.C.L.E.,The Man from U.N.C.L.E.,/9n8hkZXTdNsyMhW87jLuvDf7l4S.jpg,,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",2015,0,-1.0
sicario-2015,273481,Sicario,Sicario,/tw0lXhbNkklvseuJ4aYldkVyXV7.jpg,,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,2015,0,-1.0
cinderella-2015,150689,Cinderella,Cinderella,/iH4C837ZWm8IYqULL3PWyGKVtqY.jpg,,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",2015,0,-1.0
brooklyn,167073,Brooklyn,Brooklyn,/5iMZlbhF6SLc5NOsHv82PFSIuoY.jpg,,"In 1950s Ireland and New York, young Eilis Lacey has to choose between two men and two countries.",2015,0,-1.0
me-and-earl-and-the-dying-girl,308369,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,/2l4CgcNmoaHaYazXYoUdZWz2tHu.jpg,,"Greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with Earl, his only friend. But both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemia.",2015,0,-1.0
the-witch-2015,310131,The Witch,The Witch,/o384OC1tCV8nCnozkM6y4MiSqsw.jpg,,"In 1630s New England, William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness, exiled from their settlement when William defies the local church. When their newborn son vanishes and crops mysteriously fail, the family turns on one another.",2015,0,-1.0
ex-machina-2014,264660,Ex Machina,Ex Machina,/9goPE2IoMIXxTLWzl7aizwuIiLh.jpg,,"Caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",2015,0,-1.0
kingsman-the-secret-service,207703,Kingsman: The Secret Service,Kingsman: The Secret Service,/ay7xwXn1G9fzX9TUBlkGA584rGi.jpg,,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,2014,0,-1.0
interstellar,157336,Interstellar,Interstellar,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,2014,0,-1.0
love-rosie,200727,"Love, Rosie","Love, Rosie",/2HOd431LX9ggqSpBIJ7qyYhATyo.jpg,,"Since the moment they met at age 5, Rosie and Alex have been best friends, facing the highs and lows of growing up side by side. A fleeting shared moment, one missed opportunity, and the decisions that follow send their lives in completely different directions. As each navigates the complexities of life, love, and everything in between, they always find their way back to each other - but is it just friendship, or something more?  Based on Cecelia Ahern's bestselling novel, LOVE, ROSIE is a heart-warming, modern comedy-of-errors posing the ultimate question: do we really only get one shot at true love?",2014,0,-1.0
fury-2014,228150,Fury,Fury,/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",2014,0,-1.0
gone-girl,210577,Gone Girl,Gone Girl,/qymaJhucquUwjpb8oiqynMeXnID.jpg,,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",2014,0,-1.0
nightcrawler,242582,Nightcrawler,Nightcrawler,/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg,,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",2014,0,-1.0
goodnight-mommy,284303,Goodnight Mommy,"Ich seh, Ich seh",/u3G2gF7M9dmH4Vcs54PUjieOi0C.jpg,,"In the heat of the summer lays a lonesome house in the countryside where nine year old twin brothers await their mother’s return.  When she comes home, bandaged after cosmetic surgery, nothing is like before and the children start to doubt whether this woman is actually who she says she is.",2014,0,-1.0
edge-of-tomorrow,137113,Edge of Tomorrow,Edge of Tomorrow,/uUHvlkLavotfGsNtosDy8ShsIYF.jpg,,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",2014,0,-1.0
x-men-days-of-future-past,127585,X-Men: Days of Future Past,X-Men: Days of Future Past,/bvN8iUpHyBIvniUk4e52SUZMA7Z.jpg,,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,2014,0,-1.0
the-amazing-spider-man-2,102382,The Amazing Spider-Man 2,The Amazing Spider-Man 2,/579HAFLpODEC9Reb64wbCHSUi4O.jpg,,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",2014,0,-1.0
the-grand-budapest-hotel,120467,The Grand Budapest Hotel,The Grand Budapest Hotel,/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",2014,0,-1.0
whiplash-2014,244786,Whiplash,Whiplash,/qq8xf2SQqHifUUyc0k6Hj1065f1.jpg,,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",2014,0,-1.0
the-hunger-games-catching-fire,101299,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,/7c1JtraYsjMMnk8Md0IMoyRzqZJ.jpg,,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",2013,0,-1.0
